der,Wunsch,wish,Mein größter Wunsch ist eine Weltreise.,General,Beginner,0
die,Sehnsucht,longing/yearning,Sie hat große Sehnsucht nach ihrer Heimat.,Emotions,Intermediate,1
das,Vergnügen,pleasure/enjoyment,Es war mir ein großes Vergnügen.,Leisure,Intermediate,2
der,Genuss,enjoyment/relish,Der Wein war ein echter Genuss.,General,Intermediate,0
die,Leidenschaft,passion,Fotografieren ist seine große Leidenschaft.,Emotions,Intermediate,1
das,Talent,talent,Sie hat ein großes Talent für Sprachen.,Education,Beginner,2
der,Erfolg,success,Harter Arbeit folgt meistens der Erfolg.,Professional,Beginner,0
die,Karriere,career,Sie macht Karriere in einer großen Bank.,Professional,Beginner,1
das,Ansehen,reputation/prestige,Er genießt ein hohes Ansehen in der Firma.,Social,Intermediate,2
der,Ruhm,fame/glory,Der Ruhm verblasst oft sehr schnell.,Social,Advanced,0
die,Ehre,honor,Es ist mir eine große Ehre, hier zu sein.,Social,Intermediate,1
das,Verdienst,merit/earnings,Das ist allein dein Verdienst.,Professional,Intermediate,2
der,Besitz,possession/property,Der wertvolle Besitz wird streng bewacht.,General,Intermediate,0
die,Eigenschaft,characteristic,Welche Eigenschaft schätzt du an ihm am meisten?,General,Intermediate,1
das,Merkmal,feature/trait,Ein typisches Merkmal ist die rote Farbe.,General,Intermediate,2
der,Vorteil,advantage,Die zentrale Lage ist ein großer Vorteil.,General,Beginner,0
die,Gefahr,danger,In den Bergen besteht Lawinengefahr.,General,Beginner,1
das,Risiko,risk,Rauchen erhöht das Risiko für Krankheiten.,Medical,Beginner,2
der,Schutz,protection,Die Impfung bietet einen guten Schutz.,Medical,Beginner,0
die,Sicherheit,security/safety,Die Sicherheit am Flughafen wurde erhöht.,Social,Beginner,1
das,System,system,Das politische System ist sehr stabil.,Social,Beginner,2
der,Staat,state/country,Der Staat investiert in die Bildung.,Politics,Intermediate,0
die,Gesellschaft,society,Die Gesellschaft verändert sich ständig.,Social,Beginner,1
das,Recht,law/right,Jeder hat das Recht auf freie Meinung.,Legal,Beginner,2
der,Vertrag,contract,Lesen Sie den Vertrag vor der Unterschrift.,Legal,Beginner,0
die,Pflicht,duty/obligation,Er nimmt seine Pflicht sehr ernst.,Social,Intermediate,1
der,Abfall,waste/rubbish,Plastikmüll ist ein großes Problem für den Abfall.,Environment,Intermediate,0
die,Abgas,exhaust gas,Die Abgase der Autos verschmutzen die Luft.,Environment,Intermediate,1
das,Abwasser,sewage/wastewater,Das Abwasser wird in der Kläranlage gereinigt.,Environment,Intermediate,2
der,Bürgersteig,sidewalk,Fahrräder dürfen nicht auf dem Bürgersteig fahren.,City,Beginner,0
die,Fahrbahn,roadway,Die Fahrbahn wird wegen Bauarbeiten gesperrt.,City,Intermediate,1
das,Kopfsteinpflaster,cobblestones,Das Kopfsteinpflaster in der Altstadt ist sehr holprig.,City,Advanced,2
der,Radweg,bike path,Nutzen Sie bitte den markierten Radweg.,City,Beginner,0
die,Gasse,alley/lane,Die kleinen Gassen sind typisch für das Dorf.,City,Intermediate,1
das,Viertel,quarter/neighborhood,Ich wohne in einem sehr ruhigen Viertel.,City,Beginner,2
der,Vorort,suburb,Viele Familien ziehen in einen Vorort.,City,Intermediate,0
die,Miete,rent,Die Miete für die Wohnung ist recht hoch.,Home,Beginner,1
das,Eigentum,property/ownership,Dieses Haus ist mein privates Eigentum.,Legal,Intermediate,2
der,Besitzer,owner,Der Besitzer des Ladens ist sehr freundlich.,People,Beginner,0
die,Besitzerin,owner (female),Die Besitzerin sucht nach ihrem Hund.,People,Beginner,1
das,Grundstück,plot of land,Wir wollen ein kleines Grundstück kaufen.,Legal,Intermediate,2
der,Zaun,fence,Unser Garten hat einen grünen Zaun.,Home,Beginner,0
die,Hecke,hedge,Ich muss die Hecke im Garten schneiden.,Nature,Beginner,1
das,Tor,gate,Das große Tor zum Park ist geschlossen.,Buildings,Beginner,2
der,Briefkasten,mailbox,Ist heute Post im Briefkasten?,Communication,Beginner,0
die,Hausnummer,house number,Ich kann die Hausnummer im Dunkeln nicht lesen.,Buildings,Beginner,1
das,Stockwerk,floor/story,Mein Büro ist im fünften Stockwerk.,Buildings,Beginner,2
der,Keller,cellar,Wir lagern die Kartoffeln im Keller.,Buildings,Beginner,0
die,Dachrinne,gutter,Die Dachrinne ist mit Laub verstopft.,Buildings,Advanced,1
das,Dach,roof,Das Dach des Hauses muss repariert werden.,Buildings,Beginner,2
der,Schornstein,chimney,Rauch steigt aus dem Schornstein auf.,Buildings,Intermediate,0
die,Fassade,facade,Die Fassade des Gebäudes ist denkmalgeschützt.,Buildings,Intermediate,1
das,Gerüst,scaffolding,Die Maler stehen auf dem Gerüst.,Professional,Intermediate,2
der,Handwerker,craftsman,Der Handwerker repariert die Heizung.,Professional,Beginner,0
die,Handwerkerin,craftswoman,Die Handwerkerin verlegt die Fliesen.,Professional,Beginner,1
das,Werkzeug,tool,Ohne das richtige Werkzeug dauert es länger.,Tools,Beginner,2
der,Hammer,hammer,Ich brauche einen Hammer für den Nagel.,Tools,Beginner,0
die,Zange,pliers,Reich mir bitte mal die Zange.,Tools,Intermediate,1
das,Sägeblatt,saw blade,Das Sägeblatt ist leider stumpf geworden.,Tools,Advanced,2
der,Bohrer,drill,Der Bohrer macht ein Loch in die Wand.,Tools,Intermediate,0
die,Schraube,screw,Die Schraube lässt sich nicht drehen.,Tools,Beginner,1
das,Gewinde,thread (screw),Das Gewinde der Schraube ist beschädigt.,Tools,Advanced,2
der,Dübel,wall plug/dowel,Vergiss nicht, einen Dübel zu benutzen.,Tools,Intermediate,0
die,Wasserwaage,spirit level,Mit der Wasserwaage prüfen wir, ob das Regal gerade ist.,Tools,Intermediate,1
das,Maßband,tape measure,Miss die Länge bitte mit dem Maßband.,Tools,Intermediate,2
der,Zollstock,folding ruler,Der Schreiner benutzt einen Zollstock.,Tools,Intermediate,0
die,Werkstatt,workshop,In der Werkstatt riecht es nach Holz.,Professional,Beginner,1
das,Material,material,Das Material ist sehr wetterbeständig.,General,Beginner,2
der,Rohstoff,raw material,Öl ist ein knapper Rohstoff.,Industry,Intermediate,0
die,Verarbeitung,processing,Die Verarbeitung des Leders ist sehr fein.,Industry,Intermediate,1
das,Produkt,product,Das neue Produkt kommt im März auf den Markt.,Industry,Beginner,2
der,Verkauf,sale,Der Verkauf startet am Montag.,Shopping,Beginner,0
die,Nachfrage,demand,Die Nachfrage nach Elektroautos steigt.,Finance,Intermediate,1
das,Angebot,offer/supply,Das ist ein unschlagbares Angebot.,Shopping,Beginner,2
der,Markt,market,Wir gehen samstags immer auf den Markt.,Shopping,Beginner,0
die,Konkurrenz,competition,Die Konkurrenz in dieser Branche ist groß.,Finance,Intermediate,1
der,Vorgesetzte,superior/boss,Mein Vorgesetzter hat mir heute gratuliert.,Professional,Intermediate,0
die,Vorgesetzte,superior (female),Die Vorgesetzte leitet die Besprechung.,Professional,Intermediate,1
das,Unternehmen,company/enterprise,Das Unternehmen hat seinen Sitz in Berlin.,Professional,Beginner,2
der,Mitarbeiter,employee/colleague,Der neue Mitarbeiter ist sehr hilfsbereit.,Professional,Beginner,0
die,Mitarbeiterin,employee (female),Die Mitarbeiterin arbeitet seit zehn Jahren hier.,Professional,Beginner,1
das,Team,team,Wir sind ein dynamisches und junges Team.,Professional,Beginner,2
der,Betrieb,business/operation,Der Betrieb läuft während des Umbaus weiter.,Professional,Intermediate,0
die,Abteilung,department,In welcher Abteilung arbeitest du?,Professional,Beginner,1
das,Büro,office,Mein Büro liegt im dritten Stock.,Professional,Beginner,2
der,Schreibtisch,desk,Auf dem Schreibtisch herrscht Chaos.,Office,Beginner,0
die,Besprechung,meeting,Die Besprechung dauert länger als geplant.,Professional,Beginner,1
das,Protokoll,minutes/record,Wer schreibt heute das Protokoll?,Professional,Intermediate,2
der,Termin,appointment,Ich habe um 14 Uhr einen wichtigen Termin.,Professional,Beginner,0
die,Frist,deadline/period,Wir müssen die Frist unbedingt einhalten.,Professional,Intermediate,1
das,Projekt,project,Das Projekt muss bis Freitag fertig sein.,Professional,Beginner,2
der,Auftrag,order/assignment,Wir haben einen neuen Auftrag erhalten.,Professional,Intermediate,0
die,Aufgabe,task/assignment,Das ist eine schwierige Aufgabe.,Professional,Beginner,1
das,Ziel,goal/objective,Was ist das Ziel unserer Strategie?,Professional,Beginner,2
der,Erfolg,success,Der Erfolg der Firma ist beeindruckend.,Professional,Beginner,0
die,Herausforderung,challenge,Die neue Stelle ist eine große Herausforderung.,Professional,Intermediate,1
das,Gehalt,salary,Das Gehalt wird immer pünktlich überwiesen.,Professional,Beginner,2
der,Urlaubsanspruch,holiday entitlement,Wie hoch ist mein jährlicher Urlaubsanspruch?,Professional,Advanced,0
die,Überstunde,overtime,Er hat diesen Monat viele Überstunden gemacht.,Professional,Intermediate,1
das,Arbeitsverhältnis,employment relationship,Das Arbeitsverhältnis endet im nächsten Monat.,Professional,Advanced,2
der,Lebenslauf,CV/resume,Schicken Sie uns bitte Ihren Lebenslauf.,Professional,Beginner,0
die,Bewerbung,application,Ich schreibe gerade eine Bewerbung.,Professional,Beginner,1
das,Vorstellungsgespräch,job interview,Das Vorstellungsgespräch verlief sehr gut.,Professional,Beginner,2
der,Arbeitgeber,employer,Mein Arbeitgeber bietet gute Sozialleistungen.,Professional,Beginner,0
die,Arbeitgeberin,employer (female),Die Arbeitgeberin schätzt Pünktlichkeit.,Professional,Beginner,1
das,Arbeitszeugnis,reference/work certificate,Nach der Kündigung erhielt er ein Arbeitszeugnis.,Professional,Advanced,2
der,Vertrag,contract,Der Vertrag muss noch unterschrieben werden.,Legal,Beginner,0
die,Unterschrift,signature,Hier unten fehlt noch Ihre Unterschrift.,Office,Beginner,1
das,Dokument,document,Speichern Sie das Dokument bitte ab.,Office,Beginner,2
der,Ordner,folder/binder,Alle Rechnungen sind im blauen Ordner.,Office,Beginner,0
die,Ablage,filing/tray,Die Briefe liegen in der Ablage.,Office,Intermediate,1
das,Archiv,archive,Alte Akten werden im Archiv gelagert.,Office,Intermediate,2
der,Kopierer,photocopier,Der Kopierer ist leider schon wieder defekt.,Office,Beginner,0
die,Tastatur,keyboard,Die Tastatur hat ein deutsches Layout.,Technology,Beginner,1
das,Ladekabel,charging cable,Hat jemand ein Ladekabel für mich?,Technology,Beginner,2
der,Stecker,plug,Der Stecker passt nicht in die Dose.,Technology,Intermediate,0
die,Steckdose,socket/outlet,Gibt es hier eine freie Steckdose?,Technology,Intermediate,1
das,Netzwerk,network,Das Netzwerk ist heute sehr langsam.,Technology,Intermediate,2
der,Server,server,Der Server wird heute Nacht gewartet.,Technology,Intermediate,0
die,Software,software,Wir nutzen eine neue Software für die Buchhaltung.,Technology,Intermediate,1
das,Passwort,password,Ändern Sie regelmäßig Ihr Passwort.,Technology,Beginner,2
der,Anhang,attachment,Ich sende die Datei im Anhang.,Communication,Intermediate,0
die,E-Mail,e-mail,Ich habe dir gerade eine E-Mail geschickt.,Communication,Beginner,1
das,Telefonat,phone call,Ich muss erst dieses Telefonat beenden.,Communication,Beginner,2
der,Hörer,receiver (phone),Er legte den Hörer genervt auf.,Communication,Intermediate,0
die,Durchwahl,extension number,Haben Sie eine direkte Durchwahl?,Communication,Intermediate,1
der,Verkehr,traffic,Der Verkehr in der Innenstadt ist schrecklich.,Transport,Beginner,0
die,Stau,traffic jam,Wir stehen seit einer Stunde im Stau.,Transport,Beginner,1
das,Verkehrsmittel,means of transport,Das Fahrrad ist ein umweltfreundliches Verkehrsmittel.,Transport,Beginner,2
der,Personenwagen,passenger car,Der Personenwagen ist für fünf Leute zugelassen.,Transport,Intermediate,0
die,Verspätung,delay,Der Zug hat leider zehn Minuten Verspätung.,Transport,Beginner,1
das,Gleis,platform/track,Der Zug fährt auf Gleis vier ein.,Transport,Beginner,2
der,Bahnsteig,platform,Die Fahrgäste warten auf dem Bahnsteig.,Transport,Beginner,0
die,Fahrkarte,ticket,Haben Sie eine gültige Fahrkarte?,Transport,Beginner,1
das,Ticket,ticket,Ich habe mein Ticket auf dem Handy.,Transport,Beginner,2
der,Automat,vending machine,Man kann die Karte am Automaten kaufen.,Transport,Beginner,0
die,Entwertung,validation,Vergessen Sie nicht die Entwertung der Karte.,Transport,Intermediate,1
das,Abonnement,subscription,Ich habe ein Abonnement für den Bus.,Transport,Intermediate,2
der,Busfahrer,bus driver,Der Busfahrer ist heute sehr freundlich.,Professional,Beginner,0
die,Busfahrerin,bus driver (female),Die Busfahrerin kennt die Strecke genau.,Professional,Beginner,1
das,Fahrradschloss,bike lock,Hast du dein Fahrradschloss dabei?,Objects,Beginner,2
der,Helm,helmet,Trage beim Radfahren immer einen Helm.,Objects,Beginner,0
die,Klingel,bell,Die Klingel am Fahrrad ist sehr leise.,Objects,Beginner,1
das,Rücklicht,tail light,Das Rücklicht an meinem Rad ist kaputt.,Transport,Intermediate,2
der,Reifen,tire,Der Reifen braucht mehr Luft.,Transport,Beginner,0
die,Luftpumpe,air pump,Kannst du mir deine Luftpumpe leihen?,Objects,Beginner,1
das,Ventil,valve,Das Ventil am Reifen ist undicht.,Transport,Intermediate,2
der,Gepäckträger,luggage rack,Die Tasche passt auf den Gepäckträger.,Transport,Intermediate,0
die,Gangschaltung,gear shift,Die Gangschaltung hakt ein wenig.,Transport,Intermediate,1
das,Pedal,pedal,Tritt fest in die Pedale!,Transport,Beginner,2
der,Lenker,handlebar,Er hält den Lenker mit beiden Händen.,Transport,Intermediate,0
die,Bremse,brake,Prüfen Sie vor der Fahrt die Bremsen.,Transport,Beginner,1
das,Benzin,gasoline/petrol,Die Preise für Benzin sind gestiegen.,Transport,Beginner,2
der,Diesel,diesel,Fährt das Auto mit Benzin oder Diesel?,Transport,Beginner,0
die,Tankstelle,gas station,Wir müssen an der nächsten Tankstelle halten.,Transport,Beginner,1
das,Abblendlicht,low beam,Schalte bei Regen das Abblendlicht ein.,Transport,Advanced,2
der,Scheinwerfer,headlight,Ein Scheinwerfer ist leider defekt.,Transport,Intermediate,0
die,Windschutzscheibe,windshield,In der Windschutzscheibe ist ein kleiner Riss.,Transport,Intermediate,1
das,Nummernschild,license plate,Man kann das Nummernschild kaum lesen.,Transport,Intermediate,2
der,Rückspiegel,rearview mirror,Schau vor dem Abbiegen in den Rückspiegel.,Transport,Intermediate,0
die,Kupplung,clutch,Er tritt die Kupplung und schaltet den Gang.,Transport,Intermediate,1
das,Getriebe,transmission/gearbox,Das Getriebe macht seltsame Geräusche.,Transport,Advanced,2
der,Motor,engine,Der Motor läuft sehr ruhig.,Transport,Beginner,0
die,Motorhaube,hood/bonnet,Er schaut unter die Motorhaube.,Transport,Intermediate,1
das,Lenkrad,steering wheel,Lass das Lenkrad während der Fahrt nicht los.,Transport,Beginner,2
der,Blinker,turn signal,Vergiss nicht, den Blinker zu setzen.,Transport,Beginner,0
die,Hupe,horn,Die Hupe ist in der Nacht verboten.,Transport,Beginner,1
das,Armaturenbrett,dashboard,Auf dem Armaturenbrett liegt mein Handy.,Transport,Advanced,2
der,Kindersitz,child seat,Der Kindersitz ist hinten montiert.,Transport,Beginner,0
die,Sitzheizung,heated seats,Im Winter liebe ich die Sitzheizung.,Transport,Intermediate,1
das,Navigationssystem,navigation system,Das Navigationssystem führt uns ans Ziel.,Transport,Beginner,2
der,Verkehrsfunk,traffic news,Hörst du im Radio den Verkehrsfunk?,Media,Intermediate,0
die,Umleitung,detour,Wir müssen wegen der Umleitung einen Umweg fahren.,Transport,Intermediate,1
das,Verkehrsschild,traffic sign,Was bedeutet dieses Verkehrsschild?,Transport,Beginner,2
der,Zebrastreifen,crosswalk,Fußgänger haben am Zebrastreifen Vorrang.,Transport,Beginner,0
die,Ampel,traffic light,Die Ampel springt gleich auf Rot.,Transport,Beginner,1
der,Niederschlag,precipitation,Im Westen fällt heute ergiebiger Niederschlag.,Nature,Advanced,0
die,Feuchtigkeit,humidity/moisture,Die hohe Feuchtigkeit macht die Hitze unerträglich.,Nature,Intermediate,1
das,Gewitter,thunderstorm,Nach der Hitze gab es ein schweres Gewitter.,Nature,Beginner,2
der,Donner,thunder,Der laute Donner erschreckte den Hund.,Nature,Beginner,0
die,Blitz,lightning,Ein heller Blitz zuckte über den Himmel.,Nature,Beginner,1
das,Hagel,hail,Der Hagel beschädigte die Ernte auf dem Feld.,Nature,Intermediate,2
der,Regenbogen,rainbow,Nach dem Regen erschien ein bunter Regenbogen.,Nature,Beginner,0
die,Dürre,drought,Die lange Dürre führte zu Wassermangel.,Environment,Intermediate,1
das,Klima,climate,Das Klima in den Tropen ist feucht und warm.,Environment,Beginner,2
der,Äquator,equator,Am Äquator sind die Tage das ganze Jahr gleich lang.,Geography,Intermediate,0
die,Hemisphäre,hemisphere,Wir befinden uns auf der nördlichen Hemisphäre.,Geography,Advanced,1
das,Tal,valley,Das Dorf liegt versteckt in einem tiefen Tal.,Geography,Beginner,2
der,Gipfel,peak/summit,Wir haben den Gipfel des Berges erreicht.,Geography,Intermediate,0
die,Schlucht,canyon/gorge,Ein schmaler Pfad führt durch die Schlucht.,Geography,Advanced,1
das,Hochplateau,high plateau,Das Hochplateau bietet eine weite Aussicht.,Geography,Advanced,2
der,Ozean,ocean,Der Pazifik ist der größte Ozean der Welt.,Geography,Beginner,0
die,Strömung,current/flow,Die Strömung im Fluss ist sehr stark.,Nature,Intermediate,1
das,Meer,sea,Wir fahren im Sommer an das Meer.,Geography,Beginner,2
der,See,lake,Im Sommer schwimmen wir oft im See.,Geography,Beginner,0
die,Insel,island,Die Insel ist nur mit der Fähre erreichbar.,Geography,Beginner,1
das,Festland,mainland,Die Fähre braucht eine Stunde zum Festland.,Geography,Intermediate,2
der,Hafen,harbor/port,Viele Schiffe liegen heute im Hafen.,Transport,Beginner,0
die,Werft,shipyard,Das Schiff wird in der Werft repariert.,Industry,Advanced,1
das,Dock,dock,Das Frachtschiff liegt im Dock.,Industry,Intermediate,2
der,Leuchtturm,lighthouse,Der Leuchtturm weist den Schiffen den Weg.,Buildings,Intermediate,0
die,Küste,coast,An der Küste weht meist ein starker Wind.,Geography,Beginner,1
das,Riff,reef,Taucher erkunden das bunte Korallenriff.,Nature,Intermediate,2
der,Strand,beach,Wir liegen den ganzen Tag am Strand.,Leisure,Beginner,0
die,Düne,dune,Man darf die Dünen nicht betreten.,Nature,Intermediate,1
das,Watt,mudflat,Bei Ebbe wandern wir durch das Watt.,Nature,Advanced,2
der,Gezeiten,tides (usually plural),Die Gezeiten bestimmen das Leben an der Nordsee.,Nature,Advanced,0
die,Ebbe,low tide,Bei Ebbe zieht sich das Wasser zurück.,Nature,Intermediate,1
